tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0060445,Gambit,1966,"Thriller, Comedy, Crime",109,Un hold-up extraordinaire,7.0,7037,"Harry Dean is a career burglar set on stealing a piece of priceless art from the world's wealthiest man, Mr. Shahbandar. With the help of exotic showgirl Nicole Chang, he concocts the perfect scheme for how the robbery should go and lays it out point by point. However, when the team tries to execute the plan, perfection and reality don't quite match up, and Harry's vision begins to unravel in this twisty tale of a heist gone wrong.",/1MchaxoMtROoioSAwjLd5FEp6D.jpg,US,"Maurice Marsac, Michael Caine, Richard Angarola, Herbert Lom, Tommy Andre, Arnold Moss, Shirley MacLaine, Joe Abdullah, Roger C. Carmel, John Abbott",Ronald Neame,"['Sidney Carroll', 'Alvin Sargent', 'Jack Davies']","Harry Dean est un cambrioleur de carrière mis sur le vol d'une pièce d'art inestimable de l'homme le plus riche du monde, M. Shahbandar. Avec l'aide de la showgirl exotique Nicole Chang, il concocte le plan parfait pour comment le vol devrait aller et le pose point par point. Cependant, quand l'équipe essaie d'exécuter le plan, la perfection et la réalité ne correspondent pas tout à fait, et la vision d'Harry commence à démêler dans cette histoire tordue d'un cambriolage qui a mal tourné."
tt0060472,Grand Prix,1966,"Drama, Sport",176,Grand Prix,7.2,10956,"The story tells about the confrontation of four first-class racers of Formula 1.  Each of the competitors had their own additional motivation to become a champion.  Their world is a risk and extreme, fast driving on the highway. The taste of adrenaline is what race lovers live. Outside of competition, they all experience personal dramas and upheavals, and the more important the desired title becomes for them.",/yEXrf09o8wVRFSptYFr6VcqLjPr.jpg,US,"James Garner, Françoise Hardy, Jessica Walter, Brian Bedford, Toshirô Mifune, Adolfo Celi, Yves Montand, Claude Dauphin, Eva Marie Saint, Antonio Sabato",John Frankenheimer,['Robert Alan Aurthur'],"L'histoire raconte la confrontation de quatre coureurs de première classe de Formule 1. Chacun des concurrents avait sa propre motivation supplémentaire pour devenir un champion. Leur monde est un risque et extrême, la conduite rapide sur l'autoroute. Le goût de l'adrénaline est ce que les amateurs de course vivent. En dehors de la compétition, ils subissent tous des drames personnels et des bouleversements, et plus le titre souhaité devient important pour eux."
tt0060474,La grande vadrouille,1966,"Adventure, Comedy, War",132,La Grande Vadrouille,7.9,20857,"During World War II, two French civilians and a downed British Bomber Crew set out from Paris to cross the demarcation line between Nazi-occupied Northern France and the South. From there they will be able to escape to England. First, they must avoid German troops - and the consequences of their own blunders.",/91l4Sf3WJwrb0tSVPsOqnBXG8E6.jpg,"FR, GB","Benno Sterzenbach, Louis de Funès, Marie Dubois, Bourvil, Pierre Bertin, Mary Marquet, Claudio Brook, Colette Brosset, Andréa Parisy, Mike Marshall",Gérard Oury,"['Gérard Oury', 'André Tabet', 'Georges Tabet']","Pendant la Seconde Guerre mondiale, deux civils français et un équipage britannique de bombardiers abattus partent de Paris pour franchir la ligne de démarcation entre le nord de la France occupée par les nazis et le sud. De là, ils pourront s'échapper en Angleterre. D'abord, ils doivent éviter les troupes allemandes - et les conséquences de leurs propres fautes."
tt0060481,La guerre est finie,1966,"Drama, War",121,La guerre est finie,7.3,2530,"Diego is one of the chiefs of the Spanish Communist Party. On his way from Madrid to Paris, he is arrested at the border for an ID check but manages to get free. When he arrives in Paris, he starts searching for one of his comrade to prevent him from going to Madrid where he could be arrested.",/9ABusfnA1pTNeEna3rMOniOfpt1.jpg,"FR, SE","Jean Dasté, Ingrid Thulin, Geneviève Bujold, Roland Monod, Marie Mergey, Jean-François Rémi, Yves Montand, Dominique Rozan, Michel Piccoli, Anouk Ferjac",Alain Resnais,['Jorge Semprún'],"Diego est l'un des chefs du Parti communiste espagnol. En route de Madrid à Paris, il est arrêté à la frontière pour un contrôle d'identité mais parvient à se libérer. Lorsqu'il arrive à Paris, il commence à chercher un de ses camarades pour l'empêcher d'aller à Madrid où il pourrait être arrêté."
tt0060482,Dacii,1966,"History, Biography, Drama",110,Pour une motte de terre,7.6,2087,"The great King of Dacia, Decebal (Decebalus), is disposed to make the ultimate sacrifice in order to keep the integrity of his people. His own son, Cotyso, is given to the god Zamolxis to the dismay of the King and his daughter Meda. Septimius Severus, a young Roman devoted to his adopted country, must make the choice between his blood origins and the culture he was introduced to.",/n7MoNpvg0ZUvNrrpw4arcNHaWKf.jpg,"FR, RO","Georges Marchal, Mircea Albulescu, Leopoldina Balanuta, Amza Pellea, Pierre Brice, Ion Apahideanu, Marie-José Nat, György Kovács, Ion Banica, Alexandru Herescu",Sergiu Nicolaescu,"['Titus Popovici', 'Jacques Rémy']","Le grand roi de Dacia, Decebal, est disposé à faire le sacrifice ultime afin de garder l'intégrité de son peuple. Son propre fils, Cotyso, est donné au dieu Zamolxis à la consternation du roi et de sa fille Meda. Septimius Severus, un jeune romain dévoué à son pays d'adoption, doit faire le choix entre ses origines de sang et la culture à laquelle il a été présenté."
tt0060522,How to Steal a Million,1966,"Romance, Comedy, Crime",123,Comment voler un million de dollars,7.5,30497,A woman must steal a statue from a Paris museum to help conceal her father's art forgeries.,/xaf3pwmITJvfz9Ab8DiGM8OOtBC.jpg,US,"Fernand Gravey, Eli Wallach, Moustache, Hugh Griffith, Audrey Hepburn, Charles Boyer, Roger Tréville, Jacques Marin, Marcel Dalio, Peter OToole",William Wyler,"['George Bradshaw', 'Harry Kurnitz']",Une femme doit voler une statue d'un musée de Paris pour aider à dissimuler les contrefaçons d'art de son père.
tt0060545,Io la conoscevo bene,1965,Drama,115,Je la connaissais bien,7.6,3283,A young woman from the Italian countryside experiences the dark side of the business after she moves to Rome to become a star.,/eyQibuSHTg2lwSeWj3VRF4EJKoN.jpg,"FR, IT, DE","Stefania Sandrelli, Franco Fabrizi, Karin Dor, Jean-Claude Brialy, Turi Ferro, Joachim Fuchsberger, Mario Adorf, Ugo Tognazzi, Enrico Maria Salerno, Nino Manfredi",Antonio Pietrangeli,"['Ruggero Maccari', 'Antonio Pietrangeli', 'Ettore Scola']",Une jeune femme de la campagne italienne vit le côté sombre de l'entreprise après avoir déménagé à Rome pour devenir une star.
tt0060560,Erogotoshi-tachi yori: Jinruigaku nyûmon,1966,"Drama, Comedy",120,Introduction à l'anthropologie - Le pornographe,7.2,2586,"Subu makes pornographic films. He sees nothing wrong with it. They are an aid to a repressed society, and he uses the money to support his landlady, Haru, and her family. From time to time, Haru shares her bed with Subu, though she believes her dead husband, reincarnated as a carp, disapproves. Director Shohei Imamura has always delighted in the kinky exploits of lowlifes, and in this 1966 classic, he finds subversive humor in the bizarre dynamics of Haru, her Oedipal son, and her daughter, the true object of her pornographer-boyfriend’s obsession. Imamura’s comic treatment of such taboos as voyeurism and incest sparked controversy when the film was released, but The Pornographers has outlasted its critics, and now seems frankly ahead of its time.",/seIiQOJDUmOUQ6bx2AanzuHXncH.jpg,JP,"Ganjirô Nakamura, Masaomi Kondô, Kô Nishimura, Sumiko Sakamoto, Keiko Sagawa, Ichirô Sugai, Shinichi Nakano, Chôchô Miyako, Shôichi Ozawa, Haruo Tanaka",Shôhei Imamura,"['Akiyuki Nosaka', 'Koji Numata', 'Shôhei Imamura']","Subu fait des films pornographiques. Il n'y voit rien de mal. Ils sont une aide à une société réprimée, et il utilise l'argent pour soutenir sa propriétaire, Haru, et sa famille. De temps en temps, Haru partage son lit avec Subu, bien qu'elle croit que son mari mort, réincarné comme une carpe, désapprouve. Le réalisateur Shohei Imamura a toujours apprécié les exploits kinky des basses vies, et dans ce classique de 1966, il trouve l'humour subversif dans la dynamique bizarre de Haru, son fils Oedipal, et sa fille, l'objet véritable de son obsession pornographe-petit-ami. Imamura est le traitement comique de tabous tels que le voyeurisme et l'inceste a suscité la controverse lors de la sortie du film, mais The Pornographes a surpassé ses critiques, et semble maintenant franchement en avance sur son temps."
tt0060574,Der junge Törless,1966,Drama,87,Les désarrois de l'élève Törless,7.2,2750,"At an Austrian boys' boarding school in the early 1900s, shy, intelligent Törless observes the sadistic behavior of his fellow students, doing nothing to help a victimized classmate—until the torture goes too far. Adapted from Robert Musil's acclaimed novel, Young Törless launched the New German Cinema movement and garnered the 1966 Cannes Film Festival International Critics' Prize for first-time director Volker Schlöndorff.",/rJWcKXABcww5u2kgPEQTYQ85G7d.jpg,"DE, FR","Jean Launay, Lotte Ledl, Bernd Tischer, Fred Dietz, Hanna Axmann-Rezzori, Barbara Steele, Herbert Asmodi, Fritz Gehlen, Marian Seidowsky, Mathieu Carrière",Volker Schlöndorff,"['Volker Schlöndorff', 'Herbert Asmodi', 'Robert Musil']","Dans un internat autrichien de garçons au début des années 1900, Törless, timide et intelligent, observe le comportement sadique de ses camarades, ne faisant rien pour aider un camarade de classe victime – jusqu'à ce que la torture aille trop loin. Adapté du roman acclamé de Robert Musil, Young Törless lance le mouvement du Nouveau Cinéma Allemand et remporte le prix international de la critique du Festival de Cannes de 1966 pour le premier réalisateur Volker Schlöndorff."
tt0060584,"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",1967,"Adventure, Comedy, Drama",82,La prisonnière du Caucase,8.3,13972,"In this comic but dated story, nerdy Shurik travels to Caucas in search of native legends and folklore. But what he finds is a beautiful girl whom, due to intoxication and deceit of the local ""gang"", he ends up literally stealing for the local deceitful governor. All the time Shurik thinks that it is all just a one old Caucasian custom. When he, finally, realizes what he did he goes out in search for the girl of his dreams. Written by Ptah Hoteb",/orp7Ec8fDDHXFYnAjOPWsuF0Dhe.jpg,SU,"Yuriy Nikulin, Vladimir Etush, Noy Avaliani, Evgeniy Morgunov, Emmanuil Geller, Ruslan Akhmetov, Frunzik Mkrtchyan, Natalya Varley, Aleksandr Demyanenko, Georgiy Vitsin",Leonid Gaidai,"['Moris Slobodskoy', 'Yakov Kostyukovskiy', 'Leonid Gaidai']","Mais ce qu'il trouve est une belle fille qui, en raison de l'intoxication et de la tromperie du ""gang"" local, il finit littéralement par voler pour le gouverneur trompeur local. Tout le temps Shurik pense que ce n'est qu'une vieille coutume caucasienne. Quand il, finalement, réalise ce qu'il a fait, il sort à la recherche de la fille de ses rêves. Ecrit par Ptah Hoteb"
tt0060635,Long men kezhan,1967,"Action, Adventure",111,Dragon Inn,7.4,3805,"When the children of an executed General are pursued in 1457 China, some heroic martial arts swordsmen intervene.",/x1EVgOjZ4gfnRTFSZIsr1UoAx0W.jpg,"HK, TW","Polly Ling-Feng Shang-Kuan, Han Hsieh, Feng Hsu, Simon Hsu, Ah-Tsai, Ying-Chieh Han, Chien Tsao, Chun Shih, Fei Kao, Ying Bai",King Hu,['King Hu'],"Lorsque les enfants d'un général exécuté sont poursuivis en 1457 Chine, des hommes d'arts martiaux héroïques interviennent."
tt0060665,A Man for All Seasons,1966,"History, Biography, Drama",120,Un homme pour l'éternité,7.7,38089,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",/fKdIMxsxt2PQlHGqmnl8uSS2C54.jpg,GB,"Susannah York, Wendy Hiller, Colin Blakely, John Hurt, Paul Scofield, Robert Shaw, Leo McKern, Corin Redgrave, Nigel Davenport, Orson Welles",Fred Zinnemann,['Robert Bolt'],"Une représentation du conflit entre le roi Henri VIII d'Angleterre et son lord chancelier, sir Thomas More, qui refuse de jurer le serment de suprématie déclarant Henry Chef suprême de l'Église en Angleterre."
tt0060675,Masculin féminin,1966,"Romance, Drama",103,Masculin Féminin: 15 Faits Précis,7.4,17905,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",/wyKlcABhH1amSzqJWoYHGuICTMZ.jpg,"FR, SE","Mickey Baker, Chantal Goya, Birger Malmsten, Michel Debord, Henri Attal, Marlène Jobert, Jean-Pierre Léaud, Evabritt Strandberg, Yves Afonso, Catherine-Isabelle Duport",Jean-Luc Godard,"['Guy de Maupassant', 'Jean-Luc Godard']","Paul, un jeune idéaliste essayant de comprendre ce qu'il veut faire de sa vie, prend un emploi interviewer des gens pour une entreprise de recherche marketing. Il emménage avec Madeleine, la chanteuse pop aspirante. Paul, cependant, est désabusé par le marketing croissant dans la société, tandis que Madeleine veut juste réussir. L'histoire est racontée dans une série de 15 vignettes sans rapport."
tt0060736,The Naked Prey,1965,"Adventure, Drama, Thriller",96,La proie nue,7.3,5981,"A group of men are on safari. One of the party refuses to give a gift to a tribe they encounter. The tribe is offended, seizes the party, and one-by-one, kills all but one of the safari members in various creative and horrifying ways. The last surviving member is given ""The Lion's Chance"" by the tribal leader to be hunted down by a party of tribal warriors.",/jnAClNX0E4SRLWusT7lJcuUrcnR.jpg,"US, ZA","Richard Mashiya, John Marcus, Morrison Gampu, Bella Randles, Ken Gampu, Gert van den Bergh, Cornel Wilde, Eric Mcanyana, Sandy Nkomo, Patrick Mynhardt",Cornel Wilde,"['Clint Johnston', 'Don Peters']","Un groupe d'hommes sont sur safari. L'un des partis refuse de donner un cadeau à une tribu qu'ils rencontrent. La tribu est offensée, saisit le parti, et un par un, tue tous les membres du safari, sauf un, de diverses manières créatives et horribles. Le dernier membre survivant est donné ""La Chance du Lion"" par le chef tribal pour être traqué par un parti de guerriers tribaux."
tt0060742,Nayak,1966,Drama,117,Le Héros,8.3,5368,"Arindam, a matinee idol, is going by train to collect an acting award. On the train, he is confronted by Aditi, a journalist who somewhat unwillingly starts to take his interview. Arindam, won over by Aditi's naivete, starts to disclose his past, his fears and his secrets.",/fXWxCRJwmw3NQYRpQHvwsrzaqfU.jpg,IN,"Bharati Devi, Sumita Sanyal, Sharmila Tagore, Nirmal Ghosh, Somen Bose, Uttam Kumar, Ranjit Sen, Premangshu Bose, Bireswar Sen, Lali Chowdhury",Satyajit Ray,['Satyajit Ray'],"Arindam, une idole matine, s'entraîne pour obtenir un prix d'acteur. Dans le train, il est confronté à Aditi, un journaliste qui commence un peu contre son gré à prendre son interview. Arindam, conquis par la naïveté d'Aditi, commence à révéler son passé, ses peurs et ses secrets."
